workload_scope,workload_name,policy,variant_id,trace_length,total_t,peak_demand,mean_demand,delta_max_det,delta_max_expected_service,C,B,p_acc,trials,feasible,feasible_reason,mean_T_exe_stochastic,std_T_exe_stochastic,mean_slowdown_stochastic,mean_stall_cycles_stochastic,frac_runs_with_stall,frac_runs_hitting_cycle_cap,mean_service
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.0,1,0,1.0,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.850000000000001,1,8,0.95,100,1,feasible,26.13,1.0830974102083346,1.5370588235294118,9.13,1.0,0.0,0.9583616479306134
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.170000000000002,1,8,0.99,100,1,feasible,25.3,0.6244997998398396,1.4882352941176469,8.3,1.0,0.0,0.9887118437118438
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.085,1,8,0.995,100,1,feasible,25.13,0.36482872693909396,1.4782352941176469,8.13,1.0,0.0,0.99502849002849
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.017,1,8,0.999,100,1,feasible,25.01,0.0994987437106618,1.4711764705882353,8.01,1.0,0.0,0.9996153846153846
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,8,8.0,1,8,1.0,100,1,feasible,25.0,0.0,1.4705882352941178,8.0,1.0,0.0,1.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,0,0.95,100,1,feasible,17.05,0.21794494717703367,1.0029411764705882,0.05,0.05,0.0,2.8670588235294123
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,0,0.99,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,2.967647058823529
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,0,0.995,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,2.9794117647058824
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,0,0.999,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,2.9970588235294118
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,0,1.0,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,3.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,8,0.95,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,2.8658823529411763
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,8,0.99,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,2.958235294117647
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,8,0.995,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,2.9823529411764707
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,8,0.999,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,2.995882352941176
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,3,8,1.0,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,3.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,0,0.95,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,5.686470588235294
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,0,0.99,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,5.940588235294118
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,0,0.995,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,5.9682352941176475
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,0,0.999,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,5.990588235294117
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,0,1.0,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,8,0.95,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,5.694117647058825
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,8,0.99,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,5.9435294117647075
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,8,0.995,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,5.97
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,8,0.999,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,5.995294117647059
synthetic,medium_compressibility_seed7,smoothed,medium_compressibility_seed7:smoothed,17,25,2,1.4705882352941178,0,0.0,6,8,1.0,100,1,feasible,17.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.65,1,0,0.95,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.13,1,0,0.99,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.065,1,0,0.995,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.013,1,0,0.999,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.0,1,0,1.0,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.65,1,8,0.95,100,1,feasible,28.27,1.147649772360889,1.766875,12.27,1.0,0.0,0.9527632878389274
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.13,1,8,0.99,100,1,feasible,27.27,0.5070502933634893,1.704375,11.27,1.0,0.0,0.9897035212552453
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.065,1,8,0.995,100,1,feasible,27.12,0.3249615361854384,1.695,11.12,1.0,0.0,0.9957142857142859
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.013,1,8,0.999,100,1,feasible,27.04,0.1959591794226541,1.69,11.04,1.0,0.0,0.9982010582010582
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,11,11.0,1,8,1.0,100,1,feasible,27.0,0.0,1.6875,11.0,1.0,0.0,1.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.3000000000000007,3,0,0.95,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.0600000000000005,3,0,0.99,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.0300000000000002,3,0,0.995,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.0060000000000002,3,0,0.999,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.0,3,0,1.0,0,0,peak_demand_exceeds_reachable_stock,inf,inf,inf,inf,1.0,1.0,0.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.3000000000000007,3,8,0.95,100,1,feasible,17.01,0.09949874371066182,1.063125,1.01,1.0,0.0,2.845490196078431
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.0600000000000005,3,8,0.99,100,1,feasible,17.0,0.0,1.0625,1.0,1.0,0.0,2.974117647058823
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.0300000000000002,3,8,0.995,100,1,feasible,17.0,0.0,1.0625,1.0,1.0,0.0,2.984705882352941
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.0060000000000002,3,8,0.999,100,1,feasible,17.0,0.0,1.0625,1.0,1.0,0.0,2.9976470588235293
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,1,1.0,3,8,1.0,100,1,feasible,17.0,0.0,1.0625,1.0,1.0,0.0,3.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,0,0.95,100,1,feasible,16.03,0.17058722109231997,1.001875,0.03,0.03,0.0,5.6863970588235295
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,0,0.99,100,1,feasible,16.0,0.0,1.0,0.0,0.0,0.0,5.931875
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,0,0.995,100,1,feasible,16.0,0.0,1.0,0.0,0.0,0.0,5.971875
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,0,0.999,100,1,feasible,16.0,0.0,1.0,0.0,0.0,0.0,5.99375
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,0,1.0,100,1,feasible,16.0,0.0,1.0,0.0,0.0,0.0,6.0
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,8,0.95,100,1,feasible,16.01,0.09949874371066188,1.000625,0.01,0.01,0.0,5.7134558823529416
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,8,0.99,100,1,feasible,16.0,0.0,1.0,0.0,0.0,0.0,5.93
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,8,0.995,100,1,feasible,16.0,0.0,1.0,0.0,0.0,0.0,5.970625
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,8,0.999,100,1,feasible,16.0,0.0,1.0,0.0,0.0,0.0,5.993125
synthetic,medium_compressibility_seed7,static_min,medium_compressibility_seed7:static_min,16,25,5,1.5625,0,0.0,6,8,1.0,100,1,feasible,16.0,0.0,1.0,0.0,0.0,0.0,6.0
